"X","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
117,"2019/02/05 11:01:26 AM CET","Maschio",2001,"Leone","40%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","50%",88,"No",60,13,NA,NA,NA,NA,"Meno di 100 000 euro",60000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",60000,80,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
118,"2019/02/05 11:01:36 AM CET","Maschio",1999,"Sagittario","20%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","20 per cento","50%",64,"No",30,8,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,80,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
119,"2019/02/05 11:01:39 AM CET","Maschio",1998,"Gemelli","40%","B","Raddoppiata","60 anni","3 miliardi","una","E' rimasto più o meno lo stesso","B","20 per cento","50%",75,"No",60,3,"Meno di 100 000 euro",30000,"Meno di 114 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",30000,80,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
120,"2019/02/05 11:23:37 AM CET","Femmina",1998,"Sagittario","20%","C","Rimasta la stessa","70 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","20 per cento","20%",95,"No",15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",79,"D",25000,79,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
121,"2019/02/05 11:25:05 AM CET","Maschio",2000,"Toro","20%","C","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","50%",74,"No",45,11,NA,NA,NA,NA,"Meno di 100 000 euro",70000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",70000,79,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
122,"2019/02/05 11:25:14 AM CET","Maschio",2000,"Leone","20%","A","Raddoppiata","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",24,"No",40,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",40000,79,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
123,"2019/02/05 11:25:50 AM CET","Maschio",2000,"Leone","40%","B","Raddoppiata","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",98,"No",43,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Più di 35 anni",84,"D",40000,84,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
124,"2019/02/05 11:25:58 AM CET","Maschio",2000,"Leone","20%","C","Raddoppiata","70 anni","4 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",79,"Si",79,9,NA,NA,NA,NA,"Meno di 100 000 euro",20000,"Più di 35 anni",65,NA,NA,NA,NA,NA,NA,NA,NA,"B",20000,65,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
125,"2019/02/05 11:27:06 AM CET","Maschio",1999,"Gemelli","40%","A","Raddoppiata","60 anni","4 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","80%",28,"No",15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",4e+07,"Più di 35 anni",86,"D",NA,86,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi35","auto 20.000"
126,"2019/02/05 11:27:10 AM CET","Maschio",2000,"Toro","60%","A","Raddoppiata","60 anni","4 miliardi","una","E' rimasto più o meno lo stesso","C","50 per cento","80%",39,"No",20,13,NA,NA,NA,NA,"Meno di 100 000 euro",50000,"Più di 35 anni",93,NA,NA,NA,NA,NA,NA,NA,NA,"B",50000,93,"Gandhi35","auto 100.000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
127,"2019/02/05 11:27:11 AM CET","Maschio",2000,"Scorpione","40%","A","Raddoppiata","70 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","80%",39,"No",15,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",93,NA,NA,NA,NA,"C",40000,93,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 20.000"
128,"2019/02/05 11:28:19 AM CET","Maschio",1998,"Sagittario","40%","C","Raddoppiata","60 anni","2 miliardi","una","Più che raddoppiato","B","50 per cento","50%",70,"No",10,2,"Meno di 100 000 euro",30000,"Meno di 114 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",30000,70,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
129,"2019/02/05 11:28:37 AM CET","Maschio",2001,"Capricorno","20%","C","Dimezzata","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","A","20 per cento","50%",47,"No",1,16,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",40000,79,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 20.000"
130,"2019/02/05 11:28:58 AM CET","Maschio",1999,"Sagittario","40%","A","Raddoppiata","60 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",82,"No",20,4,"Meno di 100 000 euro",40000,"Meno di 114 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",40000,79,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
131,"2019/02/05 11:29:04 AM CET","Maschio",2000,"Cancro","20%","C","Dimezzata","70 anni","3 miliardi","una","Ridotto a meno della metà","A","20 per cento","50%",72,"No",1,15,NA,NA,NA,NA,"Meno di 100 000 euro",45000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",45000,79,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,"Gandhi35","auto 100.000"
132,"2019/02/05 11:29:29 AM CET","Maschio",2000,"Vergine","20%","C","Rimasta la stessa","60 anni","2 miliardi","una","Più che raddoppiato","C","50 per cento","50%",0,"Si",10,23,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",15000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
133,"2019/02/05 11:32:15 AM CET","Maschio",2000,"Vergine","20%","C","Rimasta la stessa","60 anni","3 miliardi","una","Più che raddoppiato","B","20 per cento","80%",34,"Si",6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Più di 35 anni",9,"D",15000,9,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi35","auto 20.000"
134,"2019/02/05 11:32:15 AM CET","Maschio",2000,"Sagittario","20%","B","Rimasta la stessa","60 anni","2 miliardi","una","Più che raddoppiato","A","50 per cento","50%",20,"No",10,1,"Meno di 100 000 euro",55000,"Meno di 114 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",55000,78,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
135,"2019/02/05 11:51:14 AM CET","Femmina",1959,"Gemelli","20%","B","Raddoppiata","60 anni","3 miliardi","una","E' rimasto più o meno lo stesso","B","20 per cento","50%",92,"No",8,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",60000,"Meno di 114 anni",87,NA,NA,NA,NA,"C",60000,87,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 20.000"
136,"2019/02/05 12:13:19 PM CET","Maschio",2000,"Capricorno","20%","A","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","20%",90,"Si",92,2,"Più di 100 000 euro",120000,"Più di 114 anni",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",120000,114,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
137,"2019/02/05 12:18:05 PM CET","Femmina",2000,"Cancro","20%","B","Raddoppiata","50 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","50 per cento","80%",2,"Si",15,15,NA,NA,NA,NA,"Meno di 100 000 euro",50000,"Più di 35 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,"B",50000,70,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi35","auto 100.000"
138,"2019/02/05 12:19:31 PM CET","Femmina",2000,"Vergine","40%","B","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","50 per cento","80%",26,"No",20,21,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",NA,"Meno di 114 anni",105,NA,NA,NA,NA,"C",NA,105,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 20.000"
139,"2019/02/05 12:19:37 PM CET","Femmina",2000,"Vergine","40%","B","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","50 per cento","80%",26,"No",20,21,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",NA,"Meno di 114 anni",105,NA,NA,NA,NA,"C",NA,105,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 20.000"
140,"2019/02/05 12:21:51 PM CET","Maschio",2001,"Vergine","20%","C","Raddoppiata","60 anni","4 miliardi","una","E' rimasto più o meno lo stesso","C","20 per cento","50%",42,"No",0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Più di 35 anni",79,"D",40000,79,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
141,"2019/02/05 12:22:01 PM CET","Maschio",2002,"Sagittario","20%","A","Raddoppiata","60 anni","4 miliardi","una","E' rimasto più o meno lo stesso","B","20 per cento","50%",3,"Si",8,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",35000,79,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
142,"2019/02/05 12:22:17 PM CET","Maschio",2002,"Gemelli","40%","B","Rimasta la stessa","50 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","A","50 per cento","80%",7,"Si",40,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",20000,"Più di 35 anni",75,"D",20000,75,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi35","auto 20.000"
143,"2019/02/05 12:22:25 PM CET","Femmina",1990,"Capricorno","40%","B","Raddoppiata","70 anni","4 miliardi","tutte e tre","Più che raddoppiato","A","20 per cento","20%",14,"No",10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",20000,"Più di 35 anni",60,"D",20000,60,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
144,"2019/02/05 12:22:52 PM CET","Maschio",2000,"Gemelli","40%","C","Rimasta la stessa","70 anni","3 miliardi","una","Più che raddoppiato","C","20 per cento","50%",5,"Si",30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Più di 35 anni",60,"D",15000,60,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
145,"2019/02/05 12:24:28 PM CET","Femmina",2002,"Pesci","20%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","C","20 per cento","50%",0,"Si",5,7,"Meno di 100 000 euro",40000,"Meno di 114 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",40000,78,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
146,"2019/02/05 12:30:43 PM CET","Maschio",2002,"Leone","40%","B","Raddoppiata","70 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","80 per cento","80%",69,"Si",28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",78,"D",25000,78,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"Gandhi35","auto 20.000"
147,"2019/02/05 12:32:30 PM CET","Maschio",2002,"Cancro","20%","A","Raddoppiata","70 anni","4 miliardi","tutte e tre","Ridotto a meno della metà","B","80 per cento","80%",8,"Si",25,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",80,NA,NA,NA,NA,"C",30000,80,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,5,"Gandhi114","auto 20.000"
148,"2019/02/05 12:34:04 PM CET","Femmina",2000,"Vergine","20%","C","Rimasta la stessa","60 anni","4 miliardi","tutte e tre","Ridotto a meno della metà","C","50 per cento","50%",32,"No",48,9,NA,NA,NA,NA,"Più di 100 000 euro",120000,"Più di 35 anni",55,NA,NA,NA,NA,NA,NA,NA,NA,"B",120000,55,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
149,"2019/02/05 12:35:52 PM CET","Femmina",2000,"Acquario","40%","B","Dimezzata","70 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","C","80 per cento","50%",66,"No",45,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",22000,"Più di 35 anni",78,"D",22000,78,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,"Gandhi35","auto 20.000"
150,"2019/02/05 12:36:44 PM CET","Femmina",2002,"Capricorno","40%","B","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","A","50 per cento","80%",96,"No",50,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",60,"D",25000,60,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi35","auto 20.000"
151,"2019/02/05 12:36:47 PM CET","Femmina",2002,"Vergine","40%","B","Dimezzata","70 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","80 per cento","50%",4,"No",4,6,"Meno di 100 000 euro",40000,"Meno di 114 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",40000,75,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 100.000"
152,"2019/02/05 12:36:49 PM CET","Femmina",2002,"Bilancia","40%","B","Dimezzata","70 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","C","50 per cento","80%",66,"No",5,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",90,NA,NA,NA,NA,"C",30000,90,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,"Gandhi114","auto 20.000"
153,"2019/02/05 12:36:51 PM CET","Maschio",2001,"Ariete","40%","C","Raddoppiata","60 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","80 per cento","50%",17,"No",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30,"Più di 35 anni",75,"D",NA,75,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Gandhi35","auto 20.000"
154,"2019/02/05 12:36:55 PM CET","Maschio",2001,"Ariete","40%","B","Raddoppiata","70 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",6,"Si",10,14,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,75,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
155,"2019/02/05 12:37:03 PM CET","Maschio",2002,"Gemelli","40%","C","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","A","50 per cento","50%",23,"Si",40,7,"Più di 100 000 euro",50000,"Meno di 114 anni",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,97,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
156,"2019/02/05 12:37:38 PM CET","Maschio",2002,"Gemelli","20%","A","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","80 per cento","80%",21,"No",30,6,"Meno di 100 000 euro",35000,"Meno di 114 anni",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",35000,60,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"Gandhi114","auto 100.000"
157,"2019/02/05 12:37:40 PM CET","Maschio",2002,"Acquario","20%","A","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","C","80 per cento","80%",14,"Si",30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",27500,"Più di 35 anni",67,"D",27500,67,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,"Gandhi35","auto 20.000"
158,"2019/02/05 12:37:41 PM CET","Femmina",2002,"Capricorno","20%","C","Raddoppiata","60 anni","4 miliardi","una","Ridotto a meno della metà","A","80 per cento","80%",20,"No",2,12,NA,NA,NA,NA,"Meno di 100 000 euro",30000,"Più di 35 anni",55,NA,NA,NA,NA,NA,NA,NA,NA,"B",30000,55,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"Gandhi35","auto 100.000"
159,"2019/02/05 12:37:46 PM CET","Maschio",1999,"Ariete","20%","A","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","Ridotto a meno della metà","A","50 per cento","20%",0,"No",99,6,"Più di 100 000 euro",9e+05,"Meno di 114 anni",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,101,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,"Gandhi114","auto 100.000"
160,"2019/02/05 12:38:18 PM CET","Femmina",2002,"Scorpione","40%","B","Dimezzata","70 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",63,"No",20,9,NA,NA,NA,NA,"Più di 100 000 euro",NA,"Più di 35 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,75,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
161,"2019/02/05 12:38:20 PM CET","Maschio",2002,"Bilancia","40%","B","Dimezzata","70 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","C","50 per cento","80%",22,"No",44,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",78,"D",25000,78,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,"Gandhi35","auto 20.000"
162,"2019/02/05 12:38:50 PM CET","Maschio",2002,"Ariete","40%","C","Raddoppiata","60 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",18,"Si",45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Più di 35 anni",56,"D",40000,56,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
163,"2019/02/05 12:38:50 PM CET","Maschio",2002,"Vergine","40%","C","Rimasta la stessa","70 anni","4 miliardi","tutte e tre","Più che raddoppiato","A","20 per cento","50%",97,"No",80,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,80,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
164,"2019/02/05 12:39:12 PM CET","Femmina",2002,"Cancro","40%","C","Raddoppiata","60 anni","3 miliardi","una","E' rimasto più o meno lo stesso","A","80 per cento","80%",7,"No",10,15,NA,NA,NA,NA,"Meno di 100 000 euro",36000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",36000,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,"Gandhi35","auto 100.000"
165,"2019/02/05 12:39:20 PM CET","Maschio",2002,"Gemelli","40%","B","Rimasta la stessa","70 anni","4 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","80%",94,"No",60,14,NA,NA,NA,NA,"Meno di 100 000 euro",35000,"Più di 35 anni",71,NA,NA,NA,NA,NA,NA,NA,NA,"B",35000,71,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi35","auto 100.000"
166,"2019/02/05 12:39:22 PM CET","Maschio",2002,"Capricorno","40%","B","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","A","50 per cento","80%",4,"Si",10,1,"Meno di 100 000 euro",50000,"Meno di 114 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,75,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi114","auto 100.000"
167,"2019/02/05 12:39:55 PM CET","Femmina",2002,"Cancro","40%","C","Dimezzata","60 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",1,"Si",20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",78,"D",35000,78,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
168,"2019/02/05 12:39:57 PM CET","Femmina",2002,"Toro","20%","C","Dimezzata","60 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",70,"No",20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",78,"D",35000,78,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
169,"2019/02/05 12:40:06 PM CET","Maschio",2002,"Leone","20%","C","Raddoppiata","70 anni","3 miliardi","una","Ridotto a meno della metà","C","50 per cento","50%",63,"No",15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",10000,"Più di 35 anni",41,"D",10000,41,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
170,"2019/02/05 12:40:18 PM CET","Maschio",2002,"Toro","40%","C","Raddoppiata","70 anni","4 miliardi","una","Più che raddoppiato","C","20 per cento","50%",45,"Si",60,15,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",65,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,65,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
