"X","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
341,"2019/02/05 4:34:49 PM CET","Femmina",2003,"Ariete","20%","B","Dimezzata","70 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","80 per cento","50%",94,"No",85,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",114,NA,NA,NA,NA,"C",35000,114,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 20.000"
342,"2019/02/05 4:38:49 PM CET","Femmina",2000,"Sagittario","20%","C","Raddoppiata","60 anni","4 miliardi","una","Più che raddoppiato","C","20 per cento","20%",54,"Si",60,6,"Meno di 100 000 euro",NA,"Più di 114 anni",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,121,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
343,"2019/02/05 4:39:58 PM CET","Femmina",2001,"Acquario","20%","A","Rimasta la stessa","60 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","80 per cento","50%",50,"No",30,4,"Meno di 100 000 euro",50000,"Meno di 114 anni",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,87,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 100.000"
344,"2019/02/05 4:40:03 PM CET","Femmina",2001,"Acquario","20%","A","Rimasta la stessa","60 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","80 per cento","50%",50,"No",30,4,"Meno di 100 000 euro",50000,"Meno di 114 anni",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,87,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 100.000"
345,"2019/02/05 4:45:03 PM CET","Femmina",2001,"Scorpione","20%","A","Rimasta la stessa","60 anni","2 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","50%",9,"Si",30,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Più di 35 anni",65,"D",15000,65,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
346,"2019/02/05 4:46:26 PM CET","Maschio",2000,"Scorpione","20%","C","Dimezzata","60 anni","2 miliardi","una","Ridotto a meno della metà","B","80 per cento","80%",47,"No",22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",22000,"Più di 35 anni",83,"D",22000,83,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5,"Gandhi35","auto 20.000"
347,"2019/02/05 4:48:40 PM CET","Maschio",2002,"Vergine","20%","A","Raddoppiata","50 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","20 per cento","20%",30,"No",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",27789324,"Più di 35 anni",82,"D",NA,82,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
348,"2019/02/05 4:50:24 PM CET","Femmina",1962,"Cancro","20%","C","Raddoppiata","60 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","20 per cento","50%",30,"No",15,14,NA,NA,NA,NA,"Meno di 100 000 euro",30000,"Più di 35 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,"B",30000,70,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
349,"2019/02/05 4:51:14 PM CET","Maschio",2008,"Acquario","20%","B","Dimezzata","50 anni","4 miliardi","nessuna","E' rimasto più o meno lo stesso","A","80 per cento","50%",6,"Si",20,7,"Meno di 100 000 euro",3.4e+07,"Meno di 114 anni",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,99,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi114","auto 100.000"
350,"2019/02/05 4:53:01 PM CET","Femmina",1999,"Gemelli","20%","A","Raddoppiata","50 anni","4 miliardi","tutte e tre","Più che raddoppiato","A","20 per cento","20%",63,"No",11,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",2.8e+07,"Meno di 114 anni",80,NA,NA,NA,NA,"C",NA,80,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
351,"2019/02/05 4:56:16 PM CET","Maschio",2002,"Bilancia","40%","B","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","50%",2,"Si",48,15,NA,NA,NA,NA,"Meno di 100 000 euro",35000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",35000,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
352,"2019/02/05 4:56:16 PM CET","Maschio",1998,"Ariete","20%","A","Raddoppiata","50 anni","4 miliardi","tutte e tre","Più che raddoppiato","A","20 per cento","20%",99,"No",19,12,NA,NA,NA,NA,"Meno di 100 000 euro",28000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",28000,78,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
353,"2019/02/05 4:56:22 PM CET","Maschio",2002,"Bilancia","40%","B","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","50%",2,"Si",48,15,NA,NA,NA,NA,"Meno di 100 000 euro",35000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",35000,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
354,"2019/02/05 4:57:47 PM CET","Maschio",2000,"Capricorno","40%","A","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","80 per cento","80%",9,"Si",20,7,"Meno di 100 000 euro",15000,"Meno di 114 anni",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",15000,83,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5,"Gandhi114","auto 100.000"
355,"2019/02/05 4:59:15 PM CET","Femmina",2004,"Leone","40%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","50%",34,"Si",50,11,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",48,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,48,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
356,"2019/02/05 5:04:08 PM CET","Femmina",2003,"Gemelli","20%","C","Raddoppiata","70 anni","3 miliardi","una","Più che raddoppiato","C","20 per cento","50%",74,"No",35,5,"Più di 100 000 euro",1e+05,"Meno di 114 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1e+05,78,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
357,"2019/02/05 5:04:41 PM CET","Maschio",1999,"Ariete","20%","C","Raddoppiata","60 anni","4 miliardi","una","E' rimasto più o meno lo stesso","A","20 per cento","50%",20,"Si",30,3,"Meno di 100 000 euro",25000,"Meno di 114 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",25000,80,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
358,"2019/02/05 5:06:14 PM CET","Femmina",2002,"Gemelli","20%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","B","20 per cento","20%",96,"No",4,5,"Più di 100 000 euro",160000,"Meno di 114 anni",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,103,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
359,"2019/02/05 5:10:04 PM CET","Femmina",1971,"Capricorno","20%","A","Raddoppiata","70 anni","2 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","50%",2,"Si",2,1,"Meno di 100 000 euro",NA,"Meno di 114 anni",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,90,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Gandhi114","auto 100.000"
360,"2019/02/05 5:10:44 PM CET","Maschio",2000,"Acquario","20%","A","Rimasta la stessa","60 anni","4 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","80%",71,"No",86,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",69,NA,NA,NA,NA,"C",NA,69,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi114","auto 20.000"
361,"2019/02/05 5:10:53 PM CET","Maschio",2000,"Bilancia","40%","C","Raddoppiata","70 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","A","80 per cento","80%",17,"Si",90,13,NA,NA,NA,NA,"Meno di 100 000 euro",20000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",20000,80,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5,"Gandhi35","auto 100.000"
362,"2019/02/05 5:13:26 PM CET","Femmina",2004,"Acquario","20%","B","Raddoppiata","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","20 per cento","50%",23,"No",15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",NA,"Più di 35 anni",42,"D",NA,42,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
363,"2019/02/05 5:22:30 PM CET","Maschio",2000,"Scorpione","40%","C","Dimezzata","60 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","A","20 per cento","50%",16,"Si",99,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",30000,79,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
365,"2019/02/05 5:24:31 PM CET","Femmina",2002,"Pesci","20%","B","Raddoppiata","50 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",93,"No",40,1,"Meno di 100 000 euro",50000,"Meno di 114 anni",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,110,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
366,"2019/02/05 5:28:44 PM CET","Femmina",1970,"Leone","20%","A","Raddoppiata","50 anni","4 miliardi","tutte e tre","Ridotto a meno della metà","B","20 per cento","50%",97,"No",40,7,"Meno di 100 000 euro",20000,"Meno di 114 anni",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",20000,55,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
367,"2019/02/05 5:31:32 PM CET","Femmina",2004,"Sagittario","20%","C","Rimasta la stessa","60 anni","2 miliardi","tutte e tre","Ridotto a meno della metà","B","80 per cento","80%",85,"No",10,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,"Gandhi35","auto 100.000"
368,"2019/02/05 5:51:02 PM CET","Femmina",2004,"Toro","20%","B","Raddoppiata","60 anni","3 miliardi","una","E' rimasto più o meno lo stesso","C","20 per cento","50%",43,"No",7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Più di 35 anni",78,"D",40000,78,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
369,"2019/02/05 5:57:50 PM CET","Maschio",2001,"Ariete","20%","A","Raddoppiata","60 anni","2 miliardi","tutte e tre","Ridotto a meno della metà","B","50 per cento","80%",68,"No",40,5,"Meno di 100 000 euro",40000,"Meno di 114 anni",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",40000,90,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4,"Gandhi114","auto 100.000"
370,"2019/02/05 6:07:05 PM CET","Femmina",2002,"Capricorno","20%","A","Raddoppiata","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","20 per cento","80%",34,"No",5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",90,"D",25000,90,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 20.000"
371,"2019/02/05 6:07:08 PM CET","Femmina",2001,"Acquario","20%","A","Rimasta la stessa","60 anni","4 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","80%",53,"No",8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",78,"D",25000,78,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi35","auto 20.000"
372,"2019/02/05 6:07:59 PM CET","Femmina",2002,"Gemelli","20%","C","Rimasta la stessa","70 anni","4 miliardi","tutte e tre","Ridotto a meno della metà","B","20 per cento","20%",49,"No",30,21,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Meno di 114 anni",90,NA,NA,NA,NA,"C",15000,90,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
373,"2019/02/05 6:10:18 PM CET","Femmina",2000,"Leone","20%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",22,"Si",23,10,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
374,"2019/02/05 6:11:21 PM CET","Femmina",2004,"Bilancia","60%","C","Raddoppiata","60 anni","4 miliardi","tutte e tre","Più che raddoppiato","C","20 per cento","50%",92,"No",50,22,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",15000,78,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
375,"2019/02/05 6:11:39 PM CET","Femmina",2002,"Bilancia","20%","C","Raddoppiata","60 anni","4 miliardi","tutte e tre","Ridotto a meno della metà","B","20 per cento","50%",87,"No",40,4,"Meno di 100 000 euro",NA,"Meno di 114 anni",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,91,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
376,"2019/02/05 6:17:02 PM CET","Femmina",1986,"Gemelli","20%","C","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","50%",80,"No",30,1,"Meno di 100 000 euro",40000,"Meno di 114 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",40000,79,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
377,"2019/02/05 6:19:10 PM CET","Femmina",2002,"Cancro","40%","C","Rimasta la stessa","60 anni","3 miliardi","una","E' rimasto più o meno lo stesso","C","80 per cento","50%",71,"No",45,11,NA,NA,NA,NA,"Meno di 100 000 euro",67000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",67000,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Gandhi35","auto 100.000"
378,"2019/02/05 6:20:31 PM CET","Femmina",1974,"Toro","20%","A","Rimasta la stessa","60 anni","2 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","80%",3,"Si",7,10,NA,NA,NA,NA,"Meno di 100 000 euro",25000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",25000,79,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
379,"2019/02/05 6:21:49 PM CET","Femmina",2002,"Cancro","20%","A","Raddoppiata","60 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","A","20 per cento","50%",26,"No",10,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",80,NA,NA,NA,NA,"C",30000,80,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
380,"2019/02/05 6:23:57 PM CET","Femmina",2003,"Acquario","20%","C","Raddoppiata","70 anni","2 miliardi","tutte e tre","Più che raddoppiato","B","50 per cento","80%",92,"Si",40,4,"Meno di 100 000 euro",35,"Meno di 114 anni",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,72,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
381,"2019/02/05 6:26:20 PM CET","Maschio",2002,"Sagittario","20%","C","Rimasta la stessa","60 anni","4 miliardi","una","Più che raddoppiato","B","20 per cento","50%",88,"No",65,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Più di 35 anni",38,"D",30000,38,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
382,"2019/02/05 6:26:47 PM CET","Femmina",2002,"Vergine","20%","A","Rimasta la stessa","50 anni","3 miliardi","tutte e tre","Più che raddoppiato","A","20 per cento","20%",64,"No",15,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",60,NA,NA,NA,NA,"C",25000,60,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
383,"2019/02/05 6:30:28 PM CET","Femmina",2002,"Acquario","20%","B","Dimezzata","70 anni","2 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","20 per cento","50%",84,"No",10,3,"Meno di 100 000 euro",50000,"Meno di 114 anni",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,71,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Gandhi114","auto 100.000"
384,"2019/02/05 6:33:00 PM CET","Femmina",2002,"Acquario","20%","C","Rimasta la stessa","60 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","A","20 per cento","50%",89,"No",40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",22000,"Più di 35 anni",78,"D",22000,78,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
385,"2019/02/05 6:33:31 PM CET","Femmina",2002,"Bilancia","20%","B","Rimasta la stessa","70 anni","2 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","80%",1,"Si",7,3,"Meno di 100 000 euro",20000,"Meno di 114 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",20000,79,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
386,"2019/02/05 6:34:12 PM CET","Femmina",2002,"Toro","40%","C","Rimasta la stessa","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",17,"Si",20,5,"Meno di 100 000 euro",50000,"Meno di 114 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",50000,79,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
387,"2019/02/05 6:35:45 PM CET","Maschio",2001,"Cancro","40%","C","Dimezzata","60 anni","3 miliardi","una","Ridotto a meno della metà","C","50 per cento","80%",87,"No",73,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",67,"D",25000,67,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 20.000"
388,"2019/02/05 6:41:10 PM CET","Maschio",2004,"Ariete","40%","A","Raddoppiata","70 anni","4 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","20%",54,"Si",49,12,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
389,"2019/02/05 6:43:47 PM CET","Maschio",2000,"Acquario","20%","C","Raddoppiata","70 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",2,"Si",60,15,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
390,"2019/02/05 6:45:24 PM CET","Maschio",1966,"Bilancia","20%","C","Rimasta la stessa","60 anni","4 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","50%",44,"No",35,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",24000,"Più di 35 anni",79,"D",24000,79,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
391,"2019/02/05 6:46:10 PM CET","Femmina",2002,"Scorpione","40%","A","Raddoppiata","60 anni","3 miliardi","tutte e tre","Ridotto a meno della metà","C","20 per cento","20%",95,"No",35,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",30000,79,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
392,"2019/02/05 6:47:01 PM CET","Maschio",2002,"Ariete","20%","C","Raddoppiata","70 anni","3 miliardi","tutte e tre","E' rimasto più o meno lo stesso","C","50 per cento","50%",84,"No",11,12,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",83,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,83,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
393,"2019/02/05 6:51:31 PM CET","Maschio",2002,"Acquario","20%","B","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","C","50 per cento","50%",46,"Si",78,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",79,NA,NA,NA,NA,"C",NA,79,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 20.000"
394,"2019/02/05 6:52:23 PM CET","Maschio",1966,"Gemelli","20%","A","Raddoppiata","50 anni","4 miliardi","tutte e tre","Più che raddoppiato","B","20 per cento","20%",93,"No",50,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",50000,"Più di 35 anni",50,"D",50000,50,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
395,"2019/02/05 6:54:41 PM CET","Femmina",1985,"Scorpione","60%","C","Raddoppiata","60 anni","3 miliardi","tutte e tre","Più che raddoppiato","B","80 per cento","50%",82,"Si",20,4,"Meno di 100 000 euro",30000,"Meno di 114 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",30000,79,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Gandhi114","auto 100.000"
