"","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
"181","2020/01/27 6:44:08 PM CET","Maschio","2003","Leone","B","80%","70 anni","7 anni","80%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","80%",36,"No",17,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,79,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"182","2020/01/27 6:44:23 PM CET","Femmina","2004","Acquario","A","60%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",23,"Si",40,12,NA,NA,NA,NA,"Meno di 100 000 euro",45,"Più di 35 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,70,"Gandhi35","auto 100.000",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,"Gandhi35","auto 100.000"
"183","2020/01/27 6:50:34 PM CET","Maschio","2002","Leone","C","60%","60 anni","5 anni","50%","B","Rimasta la stessa",2.5,"Più che raddoppiato","50%",32,"Si",60,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",23,"Meno di 114 anni",75,NA,NA,NA,NA,"C",NA,75,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"184","2020/01/27 6:52:46 PM CET","Femmina","2003","Acquario","C","80%","60 anni","5 anni","50%","A","Dimezzata",2.5,"Ridotto a meno della metà","80%",25,"No",10,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",68,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,68,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"Gandhi35","auto 100.000"
"185","2020/01/27 6:58:57 PM CET","Femmina","2003","Pesci","A","80%","60 anni","5 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","80%",45,"Si",99,11,NA,NA,NA,NA,"Meno di 100 000 euro",40,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
"186","2020/01/27 7:07:18 PM CET","Maschio","2003","Sagittario","C","80%","70 anni","7 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",12,"Si",40,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",102,NA,NA,NA,NA,"C",35000,102,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 20.000"
"187","2020/01/27 7:15:21 PM CET","Maschio","2000","Sagittario","B","60%","50 anni","5 anni","50%","A","Dimezzata",2.5,"Più che raddoppiato","20%",78,"No",50,2,"Più di 100 000 euro",250000,"Più di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,"A",NA,118,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"188","2020/01/27 7:19:06 PM CET","Maschio","2003","Pesci","B","80%","60 anni","5 anni","20%","B","Raddoppiata",3.5,"Più che raddoppiato","50%",76,"No",50,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",25000,79,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"189","2020/01/27 7:21:46 PM CET","Maschio","2002","Cancro","C","60%","70 anni","5 anni","50%","C","Rimasta la stessa",3.5,"Ridotto a meno della metà","80%",66,"No",10,8,NA,NA,NA,NA,"Meno di 100 000 euro",25000,"Più di 35 anni",57,NA,NA,NA,NA,NA,NA,NA,NA,"B",25000,57,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"Gandhi35","auto 100.000"
"190","2020/01/27 7:23:09 PM CET","Maschio","2000","Leone","C","80%","70 anni","7 anni","80%","A","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",75,"No",40,14,NA,NA,NA,NA,"Meno di 100 000 euro",75000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",75000,79,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,7,"Gandhi35","auto 100.000"
"191","2020/01/27 7:30:39 PM CET","Maschio","2003","Pesci","C","80%","70 anni","7 anni","80%","B","Raddoppiata",3.5,"Più che raddoppiato","80%",94,"No",49,3,"Meno di 100 000 euro",50,"Più di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"A",NA,115,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6,"Gandhi114","auto 100.000"
"192","2020/01/27 7:34:30 PM CET","Femmina","2002","Toro","C","40%","60 anni","3 anni","20%","A","Raddoppiata",2.5,"Più che raddoppiato","50%",99,"No",39,15,NA,NA,NA,NA,"Meno di 100 000 euro",85000,"Più di 35 anni",65,NA,NA,NA,NA,NA,NA,NA,NA,"B",85000,65,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"193","2020/01/27 7:35:29 PM CET","Femmina","1973","Pesci","B","40%","50 anni","3 anni","20%","A","Raddoppiata",2.5,"Più che raddoppiato","20%",16,"Si",10,8,NA,NA,NA,NA,"Meno di 100 000 euro",30000,"Meno di 35 anni",34,NA,NA,NA,NA,NA,NA,NA,NA,"B",30000,34,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"194","2020/01/27 7:40:41 PM CET","Femmina","1992","Vergine","C","80%","70 anni","5 anni","80%","C","Raddoppiata",2.5,"Più che raddoppiato","20%",17,"No",99,1,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"A",30000,78,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 100.000"
"195","2020/01/27 7:40:44 PM CET","Maschio","1971","Ariete","A","60%","60 anni","5 anni","80%","B","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",55,"No",20,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",73,NA,NA,NA,NA,"C",30000,73,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 20.000"
"196","2020/01/27 7:43:39 PM CET","Femmina","2003","Leone","B","60%","50 anni","5 anni","50%","A","Raddoppiata",3.5,"Più che raddoppiato","20%",62,"No",40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",114,"D",NA,114,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
"197","2020/01/27 7:48:57 PM CET","Maschio","2003","Acquario","A","60%","70 anni","5 anni","20%","A","Dimezzata",3.5,"Ridotto a meno della metà","50%",27,"Si",52,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",89,NA,NA,NA,NA,"C",35000,89,"Gandhi114","auto 20.000",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,"Gandhi114","auto 20.000"
"198","2020/01/27 7:49:42 PM CET","Femmina","1992","Vergine","B","80%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",17,"Si",98,1,"Meno di 100 000 euro",20000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"A",20000,80,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,"Gandhi114","auto 100.000"
"199","2020/01/27 7:51:38 PM CET","Maschio","2002","Leone","C","40%","70 anni","5 anni","20%","C","Dimezzata",3.5,"Ridotto a meno della metà","20%",20,"Si",32,14,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,78,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,"Gandhi35","auto 100.000"
"200","2020/01/27 7:51:39 PM CET","Maschio","2003","Toro","C","60%","70 anni","7 anni","80%","C","Rimasta la stessa",2.5,"Più che raddoppiato","80%",26,"No",12,5,"Meno di 100 000 euro",50,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,"A",NA,97,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5,"Gandhi114","auto 100.000"
"201","2020/01/27 7:53:00 PM CET","Femmina","1967","Gemelli","C","40%","60 anni","5 anni","50%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",6,"Si",10,5,"Meno di 100 000 euro",60,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"A",NA,75,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"202","2020/01/27 7:54:08 PM CET","Maschio","2001","Vergine","C","60%","50 anni","5 anni","50%","A","Raddoppiata",3.5,"Più che raddoppiato","50%",88,"No",65,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",90,NA,NA,NA,NA,"C",30000,90,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 20.000"
"203","2020/01/27 7:54:11 PM CET","Maschio","2000","Bilancia","B","60%","60 anni","5 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","80%",96,"No",17,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",25000,79,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi114","auto 20.000"
"204","2020/01/27 7:55:51 PM CET","Maschio","2000","Capricorno","C","60%","70 anni","7 anni","80%","A","Dimezzata",2.5,"Ridotto a meno della metà","80%",38,"No",2,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",80,NA,NA,NA,NA,"C",25000,80,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,"Gandhi114","auto 20.000"
"205","2020/01/27 7:57:58 PM CET","Maschio","2000","Gemelli","C","80%","70 anni","7 anni","50%","B","Dimezzata",4.5,"E' rimasto più o meno lo stesso","50%",68,"No",12,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",20000,"Più di 35 anni",60,"D",20000,60,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,"Gandhi35","auto 20.000"
"206","2020/01/27 8:00:57 PM CET","Maschio","2004","Cancro","C","80%","70 anni","7 anni","50%","C","Rimasta la stessa",3.5,"Più che raddoppiato","50%",29,"Si",15,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",78,NA,NA,NA,NA,"C",NA,78,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Gandhi114","auto 20.000"
"207","2020/01/27 8:00:58 PM CET","Maschio","2004","Pesci","C","80%","60 anni","7 anni","20%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",22,"Si",67,11,NA,NA,NA,NA,"Meno di 100 000 euro",40,"Più di 35 anni",57,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,57,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"208","2020/01/27 8:02:36 PM CET","Maschio","1969","Ariete","B","60%","60 anni","5 anni","20%","C","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",18,"Si",50,15,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",60,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,60,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"209","2020/01/27 8:03:17 PM CET","Femmina","1973","Scorpione","A","80%","70 anni","7 anni","80%","B","Raddoppiata",3.5,"Più che raddoppiato","80%",23,"No",30,5,"Meno di 100 000 euro",35000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,"A",35000,110,"Gandhi114","auto 100.000",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,7,"Gandhi114","auto 100.000"
"210","2020/01/27 8:06:11 PM CET","Maschio","1998","Bilancia","A","80%","70 anni","7 anni","50%","C","Rimasta la stessa",3.5,"Più che raddoppiato","50%",65,"No",20,9,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"Gandhi35","auto 100.000"
"211","2020/01/27 8:06:17 PM CET","Femmina","2004","Sagittario","B","80%","60 anni","5 anni","20%","B","Rimasta la stessa",3.5,"Più che raddoppiato","50%",99,"No",18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",50,"Più di 35 anni",80,"D",NA,80,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"212","2020/01/27 8:07:47 PM CET","Femmina","1964","Sagittario","C","60%","70 anni","5 anni","20%","A","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",55,"No",10,9,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,75,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Gandhi35","auto 100.000"
"213","2020/01/27 8:09:28 PM CET","Maschio","2004","Toro","C","60%","60 anni","5 anni","50%","B","Raddoppiata",3.5,"Più che raddoppiato","50%",43,"No",9,22,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",16000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",16000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"214","2020/01/27 8:10:15 PM CET","Femmina","2002","Acquario","A","60%","60 anni","5 anni","20%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",94,"No",58,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",70,"D",25000,70,"Gandhi35","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"215","2020/01/27 8:11:32 PM CET","Femmina","1966","Toro","B","60%","60 anni","5 anni","50%","C","Dimezzata",2.5,"Più che raddoppiato","50%",78,"No",22,4,"Meno di 100 000 euro",25000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"A",25000,79,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"216","2020/01/27 8:23:58 PM CET","Maschio","2002","Toro","C","60%","60 anni","5 anni","20%","A","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",17,"No",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",23,"Più di 35 anni",80,"D",NA,80,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
"217","2020/01/27 8:24:50 PM CET","Femmina","2004","Scorpione","C","80%","60 anni","5 anni","80%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","80%",63,"No",38,12,NA,NA,NA,NA,"Meno di 100 000 euro",80000,"Più di 35 anni",68,NA,NA,NA,NA,NA,NA,NA,NA,"B",80000,68,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 100.000"
"218","2020/01/27 8:26:56 PM CET","Femmina","2000","Capricorno","C","60%","60 anni","7 anni","20%","B","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",22,"No",59,7,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"A",50000,100,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"219","2020/01/27 8:30:55 PM CET","Femmina","2004","Acquario","C","60%","70 anni","5 anni","20%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",21,"No",4,8,NA,NA,NA,NA,"Più di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"220","2020/01/27 8:34:11 PM CET","Femmina","2003","Gemelli","B","40%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",74,"Si",58,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",80,"Meno di 114 anni",78,NA,NA,NA,NA,"C",NA,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"221","2020/01/27 8:34:55 PM CET","Maschio","2003","Vergine","C","80%","70 anni","5 anni","50%","B","Dimezzata",2.5,"Più che raddoppiato","80%",9,"Si",70,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",NA,"Più di 35 anni",50,"D",NA,50,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 20.000"
"222","2020/01/27 8:37:32 PM CET","Maschio","2002","Scorpione","C","60%","50 anni","5 anni","20%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",24,"No",11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Più di 35 anni",63,"D",15000,63,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"223","2020/01/27 8:39:15 PM CET","Maschio","2004","Capricorno","C","80%","70 anni","7 anni","80%","C","Rimasta la stessa",2.5,"Ridotto a meno della metà","80%",3,"No",10,5,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"A",30000,80,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,7,"Gandhi114","auto 100.000"
"224","2020/01/27 8:39:29 PM CET","Maschio","2002","Scorpione","C","60%","50 anni","5 anni","20%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",24,"No",11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",17000,"Più di 35 anni",63,"D",17000,63,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"225","2020/01/27 8:45:12 PM CET","Femmina","1971","Bilancia","B","80%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","80%",15,"No",10,10,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",40,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,40,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 100.000"
"226","2020/01/27 8:45:55 PM CET","Femmina","2004","Sagittario","C","60%","70 anni","7 anni","50%","B","Rimasta la stessa",2.5,"Più che raddoppiato","50%",85,"No",15,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi35","auto 100.000"
"227","2020/01/27 8:48:59 PM CET","Maschio","1991","Capricorno","C","40%","60 anni","5 anni","20%","A","Rimasta la stessa",3.5,"Più che raddoppiato","50%",29,"No",3,1,"Meno di 100 000 euro",35000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"A",35000,90,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
"228","2020/01/27 8:49:53 PM CET","Femmina","2003","Sagittario","B","60%","70 anni","5 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","50%",27,"No",10,4,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"A",50000,60,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"229","2020/01/27 8:56:51 PM CET","Maschio","2000","Sagittario","A","80%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",27,"No",10,5,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"A",50000,67,"Gandhi114","auto 100.000",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,"Gandhi114","auto 100.000"
"230","2020/01/27 9:04:57 PM CET","Femmina","1977","Leone","A","60%","60 anni","5 anni","50%","C","Rimasta la stessa",3.5,"Più che raddoppiato","50%",13,"Si",25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",65,"D",25000,65,"Gandhi35","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"231","2020/01/27 9:10:22 PM CET","Femmina","2004","Acquario","C","80%","60 anni","5 anni","20%","C","Dimezzata",3.5,"E' rimasto più o meno lo stesso","50%",67,"No",27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Più di 35 anni",78,"D",NA,78,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"232","2020/01/27 9:13:42 PM CET","Femmina","2003","Gemelli","B","80%","70 anni","5 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",26,"Si",27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",23000,"Più di 35 anni",89,"D",23000,89,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,"Gandhi35","auto 20.000"
"233","2020/01/27 9:14:32 PM CET","Maschio","2004","Vergine","B","80%","70 anni","7 anni","50%","A","Dimezzata",2.5,"Più che raddoppiato","50%",43,"No",34,4,"Meno di 100 000 euro",80,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"A",NA,88,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,"Gandhi114","auto 100.000"
"234","2020/01/27 9:17:18 PM CET","Maschio","2004","Cancro","B","80%","70 anni","7 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","80%",22,"Si",40,7,"Più di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"A",NA,83,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,"Gandhi114","auto 100.000"
"235","2020/01/27 9:18:59 PM CET","Maschio","2004","Vergine","B","80%","70 anni","7 anni","50%","A","Dimezzata",2.5,"Più che raddoppiato","50%",43,"No",34,4,"Meno di 100 000 euro",80,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"A",NA,88,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,"Gandhi114","auto 100.000"
